index,tenor,date,fixing
EUR-EURIBOR-Reuters,2W,21/09/2009,0.00371
EUR-EURIBOR-Reuters,1M,21/09/2009,0.00449
EUR-EURIBOR-Reuters,3M,21/09/2009,0.00758
EUR-EURIBOR-Reuters,6M,21/09/2009,0.01031
EUR-EURIBOR-Reuters,12M,21/09/2009,0.01252
EUR-EONIA-OIS-COMPOUND,1D,22/09/2009,0.00355
EUR-EURIBOR-Reuters,1W,22/09/2009,0.00345
EUR-EURIBOR-Reuters,2W,22/09/2009,0.0037
EUR-EURIBOR-Reuters,1M,22/09/2009,0.00447
EUR-EURIBOR-Reuters,3M,22/09/2009,0.00755
EUR-EURIBOR-Reuters,6M,22/09/2009,0.01029
EUR-EURIBOR-Reuters,12M,22/09/2009,0.01251
EUR-EONIA-OIS-COMPOUND,1D,23/09/2009,0.00344
EUR-EURIBOR-Reuters,1W,23/09/2009,0.00349
EUR-EURIBOR-Reuters,2W,23/09/2009,0.0037
EUR-EURIBOR-Reuters,1M,23/09/2009,0.00446
EUR-EURIBOR-Reuters,3M,23/09/2009,0.00749
EUR-EURIBOR-Reuters,6M,23/09/2009,0.01026
EUR-EURIBOR-Reuters,12M,23/09/2009,0.01247
EUR-EONIA-OIS-COMPOUND,1D,24/09/2009,0.00347
EUR-EURIBOR-Reuters,1W,24/09/2009,0.00348
EUR-EURIBOR-Reuters,2W,24/09/2009,0.00369
EUR-EURIBOR-Reuters,1M,24/09/2009,0.00443
EUR-EURIBOR-Reuters,3M,24/09/2009,0.00743
EUR-EURIBOR-Reuters,6M,24/09/2009,0.01021
EUR-EURIBOR-Reuters,12M,24/09/2009,0.01242
EUR-EONIA-OIS-COMPOUND,1D,25/09/2009,0.00342
EUR-EURIBOR-Reuters,1W,25/09/2009,0.00349
EUR-EURIBOR-Reuters,2W,25/09/2009,0.00369
EUR-EURIBOR-Reuters,1M,25/09/2009,0.0044
EUR-EURIBOR-Reuters,3M,25/09/2009,0.00741
EUR-EURIBOR-Reuters,6M,25/09/2009,0.0102
EUR-EURIBOR-Reuters,12M,25/09/2009,0.01238
EUR-EONIA-OIS-COMPOUND,1D,28/09/2009,0.00353
EUR-EURIBOR-Reuters,1W,28/09/2009,0.00352
EUR-EURIBOR-Reuters,2W,28/09/2009,0.00369
EUR-EURIBOR-Reuters,1M,28/09/2009,0.00438
EUR-EURIBOR-Reuters,3M,28/09/2009,0.00739
EUR-EURIBOR-Reuters,6M,28/09/2009,0.01018
EUR-EURIBOR-Reuters,12M,28/09/2009,0.01235
EUR-EONIA-OIS-COMPOUND,1D,29/09/2009,0.00354
EUR-EURIBOR-Reuters,1W,29/09/2009,0.0035
EUR-EURIBOR-Reuters,2W,29/09/2009,0.00368
EUR-EURIBOR-Reuters,1M,29/09/2009,0.00438
EUR-EURIBOR-Reuters,3M,29/09/2009,0.0075
EUR-EURIBOR-Reuters,6M,29/09/2009,0.01018
EUR-EURIBOR-Reuters,12M,29/09/2009,0.01236
EUR-EONIA-OIS-COMPOUND,1D,30/09/2009,0.00533
EUR-EURIBOR-Reuters,1W,30/09/2009,0.0035
EUR-EURIBOR-Reuters,2W,30/09/2009,0.00368
EUR-EURIBOR-Reuters,1M,30/09/2009,0.00438
EUR-EURIBOR-Reuters,3M,30/09/2009,0.00753
EUR-EURIBOR-Reuters,6M,30/09/2009,0.01016
EUR-EURIBOR-Reuters,12M,30/09/2009,0.01236
EUR-EONIA-OIS-COMPOUND,1D,01/10/2009,0.0034
EUR-EURIBOR-Reuters,1W,01/10/2009,0.0035
EUR-EURIBOR-Reuters,2W,01/10/2009,0.00368
EUR-EURIBOR-Reuters,1M,01/10/2009,0.00439
EUR-EURIBOR-Reuters,3M,01/10/2009,0.00754
EUR-EURIBOR-Reuters,6M,01/10/2009,0.01017
EUR-EURIBOR-Reuters,12M,01/10/2009,0.01237
EUR-EONIA-OIS-COMPOUND,1D,02/10/2009,0.00361
EUR-EURIBOR-Reuters,1W,02/10/2009,0.00351
EUR-EURIBOR-Reuters,2W,02/10/2009,0.00367
EUR-EURIBOR-Reuters,1M,02/10/2009,0.00437
EUR-EURIBOR-Reuters,3M,02/10/2009,0.00752
EUR-EURIBOR-Reuters,6M,02/10/2009,0.01016
EUR-EURIBOR-Reuters,12M,02/10/2009,0.01235
EUR-EONIA-OIS-COMPOUND,1D,05/10/2009,0.00354
EUR-EURIBOR-Reuters,1W,05/10/2009,0.00349
EUR-EURIBOR-Reuters,2W,05/10/2009,0.00365
EUR-EURIBOR-Reuters,1M,05/10/2009,0.00433
EUR-EURIBOR-Reuters,3M,05/10/2009,0.00746
EUR-EURIBOR-Reuters,6M,05/10/2009,0.01013
EUR-EURIBOR-Reuters,12M,05/10/2009,0.0123
EUR-EONIA-OIS-COMPOUND,1D,06/10/2009,0.0037
EUR-EURIBOR-Reuters,1W,06/10/2009,0.00351
EUR-EURIBOR-Reuters,2W,06/10/2009,0.00365
EUR-EURIBOR-Reuters,1M,06/10/2009,0.0043
EUR-EURIBOR-Reuters,3M,06/10/2009,0.00744
EUR-EURIBOR-Reuters,6M,06/10/2009,0.0101
EUR-EURIBOR-Reuters,12M,06/10/2009,0.01229
EUR-EONIA-OIS-COMPOUND,1D,07/10/2009,0.00336
EUR-EURIBOR-Reuters,1W,07/10/2009,0.0035
EUR-EURIBOR-Reuters,2W,07/10/2009,0.00364
EUR-EURIBOR-Reuters,1M,07/10/2009,0.00431
EUR-EURIBOR-Reuters,3M,07/10/2009,0.0074
EUR-EURIBOR-Reuters,6M,07/10/2009,0.0101
EUR-EURIBOR-Reuters,12M,07/10/2009,0.01225
EUR-EONIA-OIS-COMPOUND,1D,08/10/2009,0.0033
EUR-EURIBOR-Reuters,1W,08/10/2009,0.00352
EUR-EURIBOR-Reuters,2W,08/10/2009,0.00366
EUR-EURIBOR-Reuters,1M,08/10/2009,0.00432
EUR-EURIBOR-Reuters,3M,08/10/2009,0.00741
EUR-EURIBOR-Reuters,6M,08/10/2009,0.01016
EUR-EURIBOR-Reuters,12M,08/10/2009,0.01229
EUR-EONIA-OIS-COMPOUND,1D,09/10/2009,0.00333
EUR-EURIBOR-Reuters,1W,09/10/2009,0.00352
EUR-EURIBOR-Reuters,2W,09/10/2009,0.00365
EUR-EURIBOR-Reuters,1M,09/10/2009,0.00431
EUR-EURIBOR-Reuters,3M,09/10/2009,0.00743
EUR-EURIBOR-Reuters,6M,09/10/2009,0.01021
EUR-EURIBOR-Reuters,12M,09/10/2009,0.01238
EUR-EONIA-OIS-COMPOUND,1D,12/10/2009,0.00335
EUR-EURIBOR-Reuters,1W,12/10/2009,0.00351
EUR-EURIBOR-Reuters,2W,12/10/2009,0.00365
EUR-EURIBOR-Reuters,1M,12/10/2009,0.00431
EUR-EURIBOR-Reuters,3M,12/10/2009,0.00743
EUR-EURIBOR-Reuters,6M,12/10/2009,0.01023
EUR-EURIBOR-Reuters,12M,12/10/2009,0.01247
EUR-EONIA-OIS-COMPOUND,1D,13/10/2009,0.0057
EUR-EURIBOR-Reuters,1W,13/10/2009,0.00353
EUR-EURIBOR-Reuters,2W,13/10/2009,0.00367
EUR-EURIBOR-Reuters,1M,13/10/2009,0.00431
EUR-EURIBOR-Reuters,3M,13/10/2009,0.00742
EUR-EURIBOR-Reuters,6M,13/10/2009,0.01024
EUR-EURIBOR-Reuters,12M,13/10/2009,0.01247
EUR-EONIA-OIS-COMPOUND,1D,14/10/2009,0.00367
EUR-EURIBOR-Reuters,1W,14/10/2009,0.0035
EUR-EURIBOR-Reuters,2W,14/10/2009,0.00365
EUR-EURIBOR-Reuters,1M,14/10/2009,0.0043
EUR-EURIBOR-Reuters,3M,14/10/2009,0.00742
EUR-EURIBOR-Reuters,6M,14/10/2009,0.01022
EUR-EURIBOR-Reuters,12M,14/10/2009,0.01243
EUR-EONIA-OIS-COMPOUND,1D,15/10/2009,0.0034
EUR-EURIBOR-Reuters,1W,15/10/2009,0.0035
EUR-EURIBOR-Reuters,2W,15/10/2009,0.00365
EUR-EURIBOR-Reuters,1M,15/10/2009,0.0043
EUR-EURIBOR-Reuters,3M,15/10/2009,0.0074
EUR-EURIBOR-Reuters,6M,15/10/2009,0.01022
EUR-EURIBOR-Reuters,12M,15/10/2009,0.01247
EUR-EONIA-OIS-COMPOUND,1D,16/10/2009,0.00343
EUR-EURIBOR-Reuters,1W,16/10/2009,0.00351
EUR-EURIBOR-Reuters,2W,16/10/2009,0.00367
EUR-EURIBOR-Reuters,1M,16/10/2009,0.0043
EUR-EURIBOR-Reuters,3M,16/10/2009,0.00739
EUR-EURIBOR-Reuters,6M,16/10/2009,0.01022
EUR-EURIBOR-Reuters,12M,16/10/2009,0.01251
EUR-EONIA-OIS-COMPOUND,1D,19/10/2009,0.0035
EUR-EURIBOR-Reuters,1W,19/10/2009,0.0035
EUR-EURIBOR-Reuters,2W,19/10/2009,0.00366
EUR-EURIBOR-Reuters,1M,19/10/2009,0.0043
EUR-EURIBOR-Reuters,3M,19/10/2009,0.00739
EUR-EURIBOR-Reuters,6M,19/10/2009,0.01022
EUR-EURIBOR-Reuters,12M,19/10/2009,0.01258
EUR-EONIA-OIS-COMPOUND,1D,20/10/2009,0.00352
EUR-EURIBOR-Reuters,1W,20/10/2009,0.00349
EUR-EURIBOR-Reuters,2W,20/10/2009,0.00365
EUR-EURIBOR-Reuters,1M,20/10/2009,0.00428
EUR-EURIBOR-Reuters,3M,20/10/2009,0.00737
EUR-EURIBOR-Reuters,6M,20/10/2009,0.01021
EUR-EURIBOR-Reuters,12M,20/10/2009,0.01254
EUR-EONIA-OIS-COMPOUND,1D,21/10/2009,0.00347
EUR-EURIBOR-Reuters,1W,21/10/2009,0.00348
EUR-EURIBOR-Reuters,2W,21/10/2009,0.00364
EUR-EURIBOR-Reuters,1M,21/10/2009,0.00429
EUR-EURIBOR-Reuters,3M,21/10/2009,0.00735
EUR-EURIBOR-Reuters,6M,21/10/2009,0.01022
EUR-EURIBOR-Reuters,12M,21/10/2009,0.01254
EUR-EONIA-OIS-COMPOUND,1D,22/10/2009,0.00347
EUR-EURIBOR-Reuters,1W,22/10/2009,0.00351
EUR-EURIBOR-Reuters,2W,22/10/2009,0.00364
EUR-EURIBOR-Reuters,1M,22/10/2009,0.00428
EUR-EURIBOR-Reuters,3M,22/10/2009,0.00733
EUR-EURIBOR-Reuters,6M,22/10/2009,0.01021
EUR-EURIBOR-Reuters,12M,22/10/2009,0.01253
EUR-EONIA-OIS-COMPOUND,1D,23/10/2009,0.00343
EUR-EURIBOR-Reuters,1W,23/10/2009,0.00351
EUR-EURIBOR-Reuters,2W,23/10/2009,0.00364
EUR-EURIBOR-Reuters,1M,23/10/2009,0.00426
EUR-EURIBOR-Reuters,3M,23/10/2009,0.0073
EUR-EURIBOR-Reuters,6M,23/10/2009,0.01019
EUR-EURIBOR-Reuters,12M,23/10/2009,0.01254
EUR-EONIA-OIS-COMPOUND,1D,26/10/2009,0.0034
EUR-EURIBOR-Reuters,1W,26/10/2009,0.00352
EUR-EURIBOR-Reuters,2W,26/10/2009,0.00364
EUR-EURIBOR-Reuters,1M,26/10/2009,0.00428
EUR-EURIBOR-Reuters,3M,26/10/2009,0.00731
EUR-EURIBOR-Reuters,6M,26/10/2009,0.01017
EUR-EURIBOR-Reuters,12M,26/10/2009,0.01251
EUR-EONIA-OIS-COMPOUND,1D,27/10/2009,0.00339
EUR-EURIBOR-Reuters,1W,27/10/2009,0.00354
EUR-EURIBOR-Reuters,2W,27/10/2009,0.00365
EUR-EURIBOR-Reuters,1M,27/10/2009,0.00426
EUR-EURIBOR-Reuters,3M,27/10/2009,0.00728
EUR-EURIBOR-Reuters,6M,27/10/2009,0.01013
EUR-EURIBOR-Reuters,12M,27/10/2009,0.01246
EUR-EONIA-OIS-COMPOUND,1D,28/10/2009,0.00349
EUR-EURIBOR-Reuters,1W,28/10/2009,0.00352
EUR-EURIBOR-Reuters,2W,28/10/2009,0.00364
EUR-EURIBOR-Reuters,1M,28/10/2009,0.00426
EUR-EURIBOR-Reuters,3M,28/10/2009,0.00724
EUR-EURIBOR-Reuters,6M,28/10/2009,0.01008
EUR-EURIBOR-Reuters,12M,28/10/2009,0.01238
EUR-EONIA-OIS-COMPOUND,1D,29/10/2009,0.00348
EUR-EURIBOR-Reuters,1W,29/10/2009,0.00354
EUR-EURIBOR-Reuters,2W,29/10/2009,0.00366
EUR-EURIBOR-Reuters,1M,29/10/2009,0.00426
EUR-EURIBOR-Reuters,3M,29/10/2009,0.00722
EUR-EURIBOR-Reuters,6M,29/10/2009,0.01004
EUR-EURIBOR-Reuters,12M,29/10/2009,0.01235
EUR-EONIA-OIS-COMPOUND,1D,30/10/2009,0.00397
EUR-EURIBOR-Reuters,1W,30/10/2009,0.00353
EUR-EURIBOR-Reuters,2W,30/10/2009,0.00366
EUR-EURIBOR-Reuters,1M,30/10/2009,0.00422
EUR-EURIBOR-Reuters,3M,30/10/2009,0.0072
EUR-EURIBOR-Reuters,6M,30/10/2009,0.01004
EUR-EURIBOR-Reuters,12M,30/10/2009,0.01237
EUR-EONIA-OIS-COMPOUND,1D,02/11/2009,0.00328
EUR-EURIBOR-Reuters,1W,02/11/2009,0.00357
EUR-EURIBOR-Reuters,2W,02/11/2009,0.00369
EUR-EURIBOR-Reuters,1M,02/11/2009,0.00424
EUR-EURIBOR-Reuters,3M,02/11/2009,0.00722
EUR-EURIBOR-Reuters,6M,02/11/2009,0.01004
EUR-EURIBOR-Reuters,12M,02/11/2009,0.01237
EUR-EONIA-OIS-COMPOUND,1D,03/11/2009,0.00324
EUR-EURIBOR-Reuters,1W,03/11/2009,0.00356
EUR-EURIBOR-Reuters,2W,03/11/2009,0.00368
EUR-EURIBOR-Reuters,1M,03/11/2009,0.00426
EUR-EURIBOR-Reuters,3M,03/11/2009,0.0072
EUR-EURIBOR-Reuters,6M,03/11/2009,0.01001
EUR-EURIBOR-Reuters,12M,03/11/2009,0.01236
EUR-EONIA-OIS-COMPOUND,1D,04/11/2009,0.00331
EUR-EURIBOR-Reuters,1W,04/11/2009,0.00356
EUR-EURIBOR-Reuters,2W,04/11/2009,0.00368
EUR-EURIBOR-Reuters,1M,04/11/2009,0.00427
EUR-EURIBOR-Reuters,3M,04/11/2009,0.00719
EUR-EURIBOR-Reuters,6M,04/11/2009,0.01002
EUR-EURIBOR-Reuters,12M,04/11/2009,0.01238
EUR-EONIA-OIS-COMPOUND,1D,05/11/2009,0.00333
EUR-EURIBOR-Reuters,1W,05/11/2009,0.00357
EUR-EURIBOR-Reuters,2W,05/11/2009,0.0037
EUR-EURIBOR-Reuters,1M,05/11/2009,0.0043
EUR-EURIBOR-Reuters,3M,05/11/2009,0.00716
EUR-EURIBOR-Reuters,6M,05/11/2009,0.01
EUR-EURIBOR-Reuters,12M,05/11/2009,0.01237
EUR-EONIA-OIS-COMPOUND,1D,06/11/2009,0.00326
EUR-EURIBOR-Reuters,1W,06/11/2009,0.00359
EUR-EURIBOR-Reuters,2W,06/11/2009,0.00373
EUR-EURIBOR-Reuters,1M,06/11/2009,0.00431
EUR-EURIBOR-Reuters,3M,06/11/2009,0.00716
EUR-EURIBOR-Reuters,6M,06/11/2009,0.00997
EUR-EURIBOR-Reuters,12M,06/11/2009,0.01236
EUR-EONIA-OIS-COMPOUND,1D,09/11/2009,0.00331
EUR-EURIBOR-Reuters,1W,09/11/2009,0.0036
EUR-EURIBOR-Reuters,2W,09/11/2009,0.00374
EUR-EURIBOR-Reuters,1M,09/11/2009,0.0043
EUR-EURIBOR-Reuters,3M,09/11/2009,0.00715
EUR-EURIBOR-Reuters,6M,09/11/2009,0.00994
EUR-EURIBOR-Reuters,12M,09/11/2009,0.01231
EUR-EONIA-OIS-COMPOUND,1D,10/11/2009,0.0069
EUR-EURIBOR-Reuters,1W,10/11/2009,0.00361
EUR-EURIBOR-Reuters,2W,10/11/2009,0.00374
EUR-EURIBOR-Reuters,1M,10/11/2009,0.00431
EUR-EURIBOR-Reuters,3M,10/11/2009,0.00715
EUR-EURIBOR-Reuters,6M,10/11/2009,0.00992
EUR-EURIBOR-Reuters,12M,10/11/2009,0.01229
EUR-EONIA-OIS-COMPOUND,1D,11/11/2009,0.00339
EUR-EURIBOR-Reuters,1W,11/11/2009,0.00364
EUR-EURIBOR-Reuters,2W,11/11/2009,0.00376
EUR-EURIBOR-Reuters,1M,11/11/2009,0.00433
EUR-EURIBOR-Reuters,3M,11/11/2009,0.00715
EUR-EURIBOR-Reuters,6M,11/11/2009,0.00992
EUR-EURIBOR-Reuters,12M,11/11/2009,0.0123
EUR-EONIA-OIS-COMPOUND,1D,12/11/2009,0.00343
EUR-EURIBOR-Reuters,1W,12/11/2009,0.00363
EUR-EURIBOR-Reuters,2W,12/11/2009,0.00376
EUR-EURIBOR-Reuters,1M,12/11/2009,0.00433
EUR-EURIBOR-Reuters,3M,12/11/2009,0.00714
EUR-EURIBOR-Reuters,6M,12/11/2009,0.00991
EUR-EURIBOR-Reuters,12M,12/11/2009,0.01226
EUR-EONIA-OIS-COMPOUND,1D,13/11/2009,0.00356
EUR-EURIBOR-Reuters,1W,13/11/2009,0.00362
EUR-EURIBOR-Reuters,2W,13/11/2009,0.00378
EUR-EURIBOR-Reuters,1M,13/11/2009,0.00432
EUR-EURIBOR-Reuters,3M,13/11/2009,0.00714
EUR-EURIBOR-Reuters,6M,13/11/2009,0.00989
EUR-EURIBOR-Reuters,12M,13/11/2009,0.01224
EUR-EONIA-OIS-COMPOUND,1D,16/11/2009,0.00347
EUR-EURIBOR-Reuters,1W,16/11/2009,0.00364
EUR-EURIBOR-Reuters,2W,16/11/2009,0.0038
EUR-EURIBOR-Reuters,1M,16/11/2009,0.00432
EUR-EURIBOR-Reuters,3M,16/11/2009,0.00714
EUR-EURIBOR-Reuters,6M,16/11/2009,0.00988
EUR-EURIBOR-Reuters,12M,16/11/2009,0.01222
EUR-EONIA-OIS-COMPOUND,1D,17/11/2009,0.00344
EUR-EURIBOR-Reuters,1W,17/11/2009,0.00364
EUR-EURIBOR-Reuters,2W,17/11/2009,0.0038
EUR-EURIBOR-Reuters,1M,17/11/2009,0.00431
EUR-EURIBOR-Reuters,3M,17/11/2009,0.00715
EUR-EURIBOR-Reuters,6M,17/11/2009,0.00988
EUR-EURIBOR-Reuters,12M,17/11/2009,0.01223
EUR-EONIA-OIS-COMPOUND,1D,18/11/2009,0.0035
EUR-EURIBOR-Reuters,1W,18/11/2009,0.00364
EUR-EURIBOR-Reuters,2W,18/11/2009,0.0038
EUR-EURIBOR-Reuters,1M,18/11/2009,0.00433
EUR-EURIBOR-Reuters,3M,18/11/2009,0.00715
EUR-EURIBOR-Reuters,6M,18/11/2009,0.00987
EUR-EURIBOR-Reuters,12M,18/11/2009,0.01224
EUR-EONIA-OIS-COMPOUND,1D,19/11/2009,0.0035
EUR-EURIBOR-Reuters,1W,19/11/2009,0.00365
EUR-EURIBOR-Reuters,2W,19/11/2009,0.00381
EUR-EURIBOR-Reuters,1M,19/11/2009,0.00433
EUR-EURIBOR-Reuters,3M,19/11/2009,0.00715
EUR-EURIBOR-Reuters,6M,19/11/2009,0.00987
EUR-EURIBOR-Reuters,12M,19/11/2009,0.01224
EUR-EONIA-OIS-COMPOUND,1D,20/11/2009,0.0035
EUR-EURIBOR-Reuters,1W,20/11/2009,0.00369
EUR-EURIBOR-Reuters,2W,20/11/2009,0.00382
EUR-EURIBOR-Reuters,1M,20/11/2009,0.00433
EUR-EURIBOR-Reuters,3M,20/11/2009,0.00714
EUR-EURIBOR-Reuters,6M,20/11/2009,0.00987
EUR-EURIBOR-Reuters,12M,20/11/2009,0.01224
EUR-EONIA-OIS-COMPOUND,1D,23/11/2009,0.0035
EUR-EURIBOR-Reuters,1W,23/11/2009,0.0037
EUR-EURIBOR-Reuters,2W,23/11/2009,0.00383
EUR-EURIBOR-Reuters,1M,23/11/2009,0.00434
EUR-EURIBOR-Reuters,3M,23/11/2009,0.00715
EUR-EURIBOR-Reuters,6M,23/11/2009,0.00991
EUR-EURIBOR-Reuters,12M,23/11/2009,0.01233
EUR-EONIA-OIS-COMPOUND,1D,24/11/2009,0.00346
EUR-EURIBOR-Reuters,1W,24/11/2009,0.00371
EUR-EURIBOR-Reuters,2W,24/11/2009,0.00384
EUR-EURIBOR-Reuters,1M,24/11/2009,0.00435
EUR-EURIBOR-Reuters,3M,24/11/2009,0.00716
EUR-EURIBOR-Reuters,6M,24/11/2009,0.00991
EUR-EURIBOR-Reuters,12M,24/11/2009,0.01231
EUR-EONIA-OIS-COMPOUND,1D,25/11/2009,0.00349
EUR-EURIBOR-Reuters,1W,25/11/2009,0.00371
EUR-EURIBOR-Reuters,2W,25/11/2009,0.00386
EUR-EURIBOR-Reuters,1M,25/11/2009,0.00436
EUR-EURIBOR-Reuters,3M,25/11/2009,0.00716
EUR-EURIBOR-Reuters,6M,25/11/2009,0.00993
EUR-EURIBOR-Reuters,12M,25/11/2009,0.01235
EUR-EONIA-OIS-COMPOUND,1D,26/11/2009,0.00355
EUR-EURIBOR-Reuters,1W,26/11/2009,0.00373
EUR-EURIBOR-Reuters,2W,26/11/2009,0.00387
EUR-EURIBOR-Reuters,1M,26/11/2009,0.00438
EUR-EURIBOR-Reuters,3M,26/11/2009,0.00717
EUR-EURIBOR-Reuters,6M,26/11/2009,0.00994
EUR-EURIBOR-Reuters,12M,26/11/2009,0.01236
EUR-EONIA-OIS-COMPOUND,1D,27/11/2009,0.00342
EUR-EURIBOR-Reuters,1W,27/11/2009,0.00374
EUR-EURIBOR-Reuters,2W,27/11/2009,0.00389
EUR-EURIBOR-Reuters,1M,27/11/2009,0.00466
EUR-EURIBOR-Reuters,3M,27/11/2009,0.00718
EUR-EURIBOR-Reuters,6M,27/11/2009,0.00993
EUR-EURIBOR-Reuters,12M,27/11/2009,0.01232
EUR-EONIA-OIS-COMPOUND,1D,30/11/2009,0.00426
EUR-EURIBOR-Reuters,1W,30/11/2009,0.00377
EUR-EURIBOR-Reuters,2W,30/11/2009,0.00391
EUR-EURIBOR-Reuters,1M,30/11/2009,0.00472
EUR-EURIBOR-Reuters,3M,30/11/2009,0.00719
EUR-EURIBOR-Reuters,6M,30/11/2009,0.00995
EUR-EURIBOR-Reuters,12M,30/11/2009,0.01234
EUR-EONIA-OIS-COMPOUND,1D,01/12/2009,0.00344
EUR-EURIBOR-Reuters,1W,01/12/2009,0.00379
EUR-EURIBOR-Reuters,2W,01/12/2009,0.00394
EUR-EURIBOR-Reuters,1M,01/12/2009,0.00476
EUR-EURIBOR-Reuters,3M,01/12/2009,0.0072
EUR-EURIBOR-Reuters,6M,01/12/2009,0.00997
EUR-EURIBOR-Reuters,12M,01/12/2009,0.01236
EUR-EONIA-OIS-COMPOUND,1D,02/12/2009,0.00349
EUR-EURIBOR-Reuters,1W,02/12/2009,0.00378
EUR-EURIBOR-Reuters,2W,02/12/2009,0.00393
EUR-EURIBOR-Reuters,1M,02/12/2009,0.00478
EUR-EURIBOR-Reuters,3M,02/12/2009,0.00721
EUR-EURIBOR-Reuters,6M,02/12/2009,0.00998
EUR-EURIBOR-Reuters,12M,02/12/2009,0.01235
EUR-EONIA-OIS-COMPOUND,1D,03/12/2009,0.00336
EUR-EURIBOR-Reuters,1W,03/12/2009,0.00383
EUR-EURIBOR-Reuters,2W,03/12/2009,0.00395
EUR-EURIBOR-Reuters,1M,03/12/2009,0.0048
EUR-EURIBOR-Reuters,3M,03/12/2009,0.0072
EUR-EURIBOR-Reuters,6M,03/12/2009,0.00999
EUR-EURIBOR-Reuters,12M,03/12/2009,0.01241
EUR-EONIA-OIS-COMPOUND,1D,04/12/2009,0.00339
EUR-EURIBOR-Reuters,1W,04/12/2009,0.00382
EUR-EURIBOR-Reuters,2W,04/12/2009,0.00395
EUR-EURIBOR-Reuters,1M,04/12/2009,0.00481
EUR-EURIBOR-Reuters,3M,04/12/2009,0.00718
EUR-EURIBOR-Reuters,6M,04/12/2009,0.00996
EUR-EURIBOR-Reuters,12M,04/12/2009,0.01239
EUR-EONIA-OIS-COMPOUND,1D,07/12/2009,0.00642
EUR-EURIBOR-Reuters,1W,07/12/2009,0.00383
EUR-EURIBOR-Reuters,2W,07/12/2009,0.00394
EUR-EURIBOR-Reuters,1M,07/12/2009,0.00481
EUR-EURIBOR-Reuters,3M,07/12/2009,0.00717
EUR-EURIBOR-Reuters,6M,07/12/2009,0.00998
EUR-EURIBOR-Reuters,12M,07/12/2009,0.01245
EUR-EONIA-OIS-COMPOUND,1D,08/12/2009,0.00351
EUR-EURIBOR-Reuters,1W,08/12/2009,0.00383
EUR-EURIBOR-Reuters,2W,08/12/2009,0.00394
EUR-EURIBOR-Reuters,1M,08/12/2009,0.0048
EUR-EURIBOR-Reuters,3M,08/12/2009,0.00716
EUR-EURIBOR-Reuters,6M,08/12/2009,0.00996
EUR-EURIBOR-Reuters,12M,08/12/2009,0.01242
EUR-EONIA-OIS-COMPOUND,1D,09/12/2009,0.00352
EUR-EURIBOR-Reuters,1W,09/12/2009,0.00382
EUR-EURIBOR-Reuters,2W,09/12/2009,0.00394
EUR-EURIBOR-Reuters,1M,09/12/2009,0.0048
EUR-EURIBOR-Reuters,3M,09/12/2009,0.00715
EUR-EURIBOR-Reuters,6M,09/12/2009,0.00996
EUR-EURIBOR-Reuters,12M,09/12/2009,0.01242
EUR-EONIA-OIS-COMPOUND,1D,10/12/2009,0.00351
EUR-EURIBOR-Reuters,1W,10/12/2009,0.00382
EUR-EURIBOR-Reuters,2W,10/12/2009,0.00394
EUR-EURIBOR-Reuters,1M,10/12/2009,0.00481
EUR-EURIBOR-Reuters,3M,10/12/2009,0.00714
EUR-EURIBOR-Reuters,6M,10/12/2009,0.00997
EUR-EURIBOR-Reuters,12M,10/12/2009,0.01243
EUR-EONIA-OIS-COMPOUND,1D,11/12/2009,0.00353
EUR-EURIBOR-Reuters,1W,11/12/2009,0.00381
EUR-EURIBOR-Reuters,2W,11/12/2009,0.00392
EUR-EURIBOR-Reuters,1M,11/12/2009,0.00484
EUR-EURIBOR-Reuters,3M,11/12/2009,0.00714
EUR-EURIBOR-Reuters,6M,11/12/2009,0.00996
EUR-EURIBOR-Reuters,12M,11/12/2009,0.01245
EUR-EONIA-OIS-COMPOUND,1D,14/12/2009,0.00352
EUR-EURIBOR-Reuters,1W,14/12/2009,0.00381
EUR-EURIBOR-Reuters,2W,14/12/2009,0.00394
EUR-EURIBOR-Reuters,1M,14/12/2009,0.00486
EUR-EURIBOR-Reuters,3M,14/12/2009,0.00715
EUR-EURIBOR-Reuters,6M,14/12/2009,0.00999
EUR-EURIBOR-Reuters,12M,14/12/2009,0.01247
EUR-EONIA-OIS-COMPOUND,1D,15/12/2009,0.00352
EUR-EURIBOR-Reuters,1W,15/12/2009,0.00381
EUR-EURIBOR-Reuters,2W,15/12/2009,0.00394
EUR-EURIBOR-Reuters,1M,15/12/2009,0.00488
EUR-EURIBOR-Reuters,3M,15/12/2009,0.00715
EUR-EURIBOR-Reuters,6M,15/12/2009,0.00998
EUR-EURIBOR-Reuters,12M,15/12/2009,0.01248
EUR-EONIA-OIS-COMPOUND,1D,16/12/2009,0.00347
EUR-EURIBOR-Reuters,1W,16/12/2009,0.00381
EUR-EURIBOR-Reuters,2W,16/12/2009,0.00438
EUR-EURIBOR-Reuters,1M,16/12/2009,0.00487
EUR-EURIBOR-Reuters,3M,16/12/2009,0.00715
EUR-EURIBOR-Reuters,6M,16/12/2009,0.00998
EUR-EURIBOR-Reuters,12M,16/12/2009,0.01246
EUR-EONIA-OIS-COMPOUND,1D,17/12/2009,0.00343
EUR-EURIBOR-Reuters,1W,17/12/2009,0.00377
EUR-EURIBOR-Reuters,2W,17/12/2009,0.00447
EUR-EURIBOR-Reuters,1M,17/12/2009,0.00483
