index,tenor,date,fixing
EUR-EURIBOR-Reuters,12M,20/12/2007,0.04791
EUR-EONIA-OIS-COMPOUND,1D,21/12/2007,0.03882
EUR-EURIBOR-Reuters,1W,21/12/2007,0.04548
EUR-EURIBOR-Reuters,2W,21/12/2007,0.04501
EUR-EURIBOR-Reuters,1M,21/12/2007,0.04476
EUR-EURIBOR-Reuters,3M,21/12/2007,0.04774
EUR-EURIBOR-Reuters,6M,21/12/2007,0.04781
EUR-EURIBOR-Reuters,12M,21/12/2007,0.04777
EUR-EONIA-OIS-COMPOUND,1D,24/12/2007,0.03849
EUR-EURIBOR-Reuters,1W,24/12/2007,0.04527
EUR-EURIBOR-Reuters,2W,24/12/2007,0.04487
EUR-EURIBOR-Reuters,1M,24/12/2007,0.04459
EUR-EURIBOR-Reuters,3M,24/12/2007,0.04765
EUR-EURIBOR-Reuters,6M,24/12/2007,0.04775
EUR-EURIBOR-Reuters,12M,24/12/2007,0.04772
EUR-EONIA-OIS-COMPOUND,1D,27/12/2007,0.03837
EUR-EURIBOR-Reuters,1W,27/12/2007,0.04482
EUR-EURIBOR-Reuters,2W,27/12/2007,0.04433
EUR-EURIBOR-Reuters,1M,27/12/2007,0.04438
EUR-EURIBOR-Reuters,3M,27/12/2007,0.04765
EUR-EURIBOR-Reuters,6M,27/12/2007,0.04768
EUR-EURIBOR-Reuters,12M,27/12/2007,0.04786
EUR-EONIA-OIS-COMPOUND,1D,28/12/2007,0.03618
EUR-EURIBOR-Reuters,1W,28/12/2007,0.04163
EUR-EURIBOR-Reuters,2W,28/12/2007,0.0418
EUR-EURIBOR-Reuters,1M,28/12/2007,0.04294
EUR-EURIBOR-Reuters,3M,28/12/2007,0.0469
EUR-EURIBOR-Reuters,6M,28/12/2007,0.04709
EUR-EURIBOR-Reuters,12M,28/12/2007,0.04754
EUR-EONIA-OIS-COMPOUND,1D,31/12/2007,0.03916
EUR-EURIBOR-Reuters,1W,31/12/2007,0.04141
EUR-EURIBOR-Reuters,2W,31/12/2007,0.04175
EUR-EURIBOR-Reuters,1M,31/12/2007,0.04288
EUR-EURIBOR-Reuters,3M,31/12/2007,0.04684
EUR-EURIBOR-Reuters,6M,31/12/2007,0.04707
EUR-EURIBOR-Reuters,12M,31/12/2007,0.04745
EUR-EONIA-OIS-COMPOUND,1D,02/01/2008,0.03782
EUR-EURIBOR-Reuters,1W,02/01/2008,0.04124
EUR-EURIBOR-Reuters,2W,02/01/2008,0.04158
EUR-EURIBOR-Reuters,1M,02/01/2008,0.04239
EUR-EURIBOR-Reuters,3M,02/01/2008,0.04665
EUR-EURIBOR-Reuters,6M,02/01/2008,0.04703
EUR-EURIBOR-Reuters,12M,02/01/2008,0.04733
EUR-EONIA-OIS-COMPOUND,1D,03/01/2008,0.03909
EUR-EURIBOR-Reuters,1W,03/01/2008,0.04128
EUR-EURIBOR-Reuters,2W,03/01/2008,0.04152
EUR-EURIBOR-Reuters,1M,03/01/2008,0.04215
EUR-EURIBOR-Reuters,3M,03/01/2008,0.04644
EUR-EURIBOR-Reuters,6M,03/01/2008,0.04678
EUR-EURIBOR-Reuters,12M,03/01/2008,0.04697
EUR-EONIA-OIS-COMPOUND,1D,04/01/2008,0.04087
EUR-EURIBOR-Reuters,1W,04/01/2008,0.04139
EUR-EURIBOR-Reuters,2W,04/01/2008,0.04154
EUR-EURIBOR-Reuters,1M,04/01/2008,0.04205
EUR-EURIBOR-Reuters,3M,04/01/2008,0.0463
EUR-EURIBOR-Reuters,6M,04/01/2008,0.04661
EUR-EURIBOR-Reuters,12M,04/01/2008,0.04672
EUR-EONIA-OIS-COMPOUND,1D,07/01/2008,0.04107
EUR-EURIBOR-Reuters,1W,07/01/2008,0.04141
EUR-EURIBOR-Reuters,2W,07/01/2008,0.04153
EUR-EURIBOR-Reuters,1M,07/01/2008,0.04204
EUR-EURIBOR-Reuters,3M,07/01/2008,0.04616
EUR-EURIBOR-Reuters,6M,07/01/2008,0.0465
EUR-EURIBOR-Reuters,12M,07/01/2008,0.04656
EUR-EONIA-OIS-COMPOUND,1D,08/01/2008,0.04119
EUR-EURIBOR-Reuters,1W,08/01/2008,0.04146
EUR-EURIBOR-Reuters,2W,08/01/2008,0.04155
EUR-EURIBOR-Reuters,1M,08/01/2008,0.04202
EUR-EURIBOR-Reuters,3M,08/01/2008,0.04598
EUR-EURIBOR-Reuters,6M,08/01/2008,0.04645
EUR-EURIBOR-Reuters,12M,08/01/2008,0.04657
EUR-EONIA-OIS-COMPOUND,1D,09/01/2008,0.04174
EUR-EURIBOR-Reuters,1W,09/01/2008,0.04186
EUR-EURIBOR-Reuters,2W,09/01/2008,0.04191
EUR-EURIBOR-Reuters,1M,09/01/2008,0.0421
EUR-EURIBOR-Reuters,3M,09/01/2008,0.04597
EUR-EURIBOR-Reuters,6M,09/01/2008,0.04641
EUR-EURIBOR-Reuters,12M,09/01/2008,0.04651
EUR-EONIA-OIS-COMPOUND,1D,10/01/2008,0.04053
EUR-EURIBOR-Reuters,1W,10/01/2008,0.04144
EUR-EURIBOR-Reuters,2W,10/01/2008,0.04167
EUR-EURIBOR-Reuters,1M,10/01/2008,0.04206
EUR-EURIBOR-Reuters,3M,10/01/2008,0.04591
EUR-EURIBOR-Reuters,6M,10/01/2008,0.04637
EUR-EURIBOR-Reuters,12M,10/01/2008,0.04646
EUR-EONIA-OIS-COMPOUND,1D,11/01/2008,0.03883
EUR-EURIBOR-Reuters,1W,11/01/2008,0.04131
EUR-EURIBOR-Reuters,2W,11/01/2008,0.04154
EUR-EURIBOR-Reuters,1M,11/01/2008,0.04204
EUR-EURIBOR-Reuters,3M,11/01/2008,0.04576
EUR-EURIBOR-Reuters,6M,11/01/2008,0.04627
EUR-EURIBOR-Reuters,12M,11/01/2008,0.04649
EUR-EONIA-OIS-COMPOUND,1D,14/01/2008,0.03881
EUR-EURIBOR-Reuters,1W,14/01/2008,0.04139
EUR-EURIBOR-Reuters,2W,14/01/2008,0.04159
EUR-EURIBOR-Reuters,1M,14/01/2008,0.04203
EUR-EURIBOR-Reuters,3M,14/01/2008,0.04558
EUR-EURIBOR-Reuters,6M,14/01/2008,0.04587
EUR-EURIBOR-Reuters,12M,14/01/2008,0.04595
EUR-EONIA-OIS-COMPOUND,1D,15/01/2008,0.04078
EUR-EURIBOR-Reuters,1W,15/01/2008,0.04146
EUR-EURIBOR-Reuters,2W,15/01/2008,0.04167
EUR-EURIBOR-Reuters,1M,15/01/2008,0.04203
EUR-EURIBOR-Reuters,3M,15/01/2008,0.04541
EUR-EURIBOR-Reuters,6M,15/01/2008,0.04569
EUR-EURIBOR-Reuters,12M,15/01/2008,0.04581
EUR-EONIA-OIS-COMPOUND,1D,16/01/2008,0.04041
EUR-EURIBOR-Reuters,1W,16/01/2008,0.04136
EUR-EURIBOR-Reuters,2W,16/01/2008,0.04157
EUR-EURIBOR-Reuters,1M,16/01/2008,0.042
EUR-EURIBOR-Reuters,3M,16/01/2008,0.04509
EUR-EURIBOR-Reuters,6M,16/01/2008,0.04517
EUR-EURIBOR-Reuters,12M,16/01/2008,0.04515
EUR-EONIA-OIS-COMPOUND,1D,17/01/2008,0.04018
EUR-EURIBOR-Reuters,1W,17/01/2008,0.04126
EUR-EURIBOR-Reuters,2W,17/01/2008,0.0415
EUR-EURIBOR-Reuters,1M,17/01/2008,0.04195
EUR-EURIBOR-Reuters,3M,17/01/2008,0.04446
EUR-EURIBOR-Reuters,6M,17/01/2008,0.04454
EUR-EURIBOR-Reuters,12M,17/01/2008,0.04451
EUR-EONIA-OIS-COMPOUND,1D,18/01/2008,0.03968
EUR-EURIBOR-Reuters,1W,18/01/2008,0.04118
EUR-EURIBOR-Reuters,2W,18/01/2008,0.04144
EUR-EURIBOR-Reuters,1M,18/01/2008,0.04191
EUR-EURIBOR-Reuters,3M,18/01/2008,0.04411
EUR-EURIBOR-Reuters,6M,18/01/2008,0.04424
EUR-EURIBOR-Reuters,12M,18/01/2008,0.04421
EUR-EONIA-OIS-COMPOUND,1D,21/01/2008,0.03984
EUR-EURIBOR-Reuters,1W,21/01/2008,0.04119
EUR-EURIBOR-Reuters,2W,21/01/2008,0.04142
EUR-EURIBOR-Reuters,1M,21/01/2008,0.0419
EUR-EURIBOR-Reuters,3M,21/01/2008,0.04393
EUR-EURIBOR-Reuters,6M,21/01/2008,0.0439
EUR-EURIBOR-Reuters,12M,21/01/2008,0.04381
EUR-EONIA-OIS-COMPOUND,1D,22/01/2008,0.03989
EUR-EURIBOR-Reuters,1W,22/01/2008,0.04113
EUR-EURIBOR-Reuters,2W,22/01/2008,0.04137
EUR-EURIBOR-Reuters,1M,22/01/2008,0.04174
EUR-EURIBOR-Reuters,3M,22/01/2008,0.0433
EUR-EURIBOR-Reuters,6M,22/01/2008,0.04327
EUR-EURIBOR-Reuters,12M,22/01/2008,0.04305
EUR-EONIA-OIS-COMPOUND,1D,23/01/2008,0.03994
EUR-EURIBOR-Reuters,1W,23/01/2008,0.04106
EUR-EURIBOR-Reuters,2W,23/01/2008,0.04135
EUR-EURIBOR-Reuters,1M,23/01/2008,0.04175
EUR-EURIBOR-Reuters,3M,23/01/2008,0.04288
EUR-EURIBOR-Reuters,6M,23/01/2008,0.04293
EUR-EURIBOR-Reuters,12M,23/01/2008,0.04287
EUR-EONIA-OIS-COMPOUND,1D,24/01/2008,0.04003
EUR-EURIBOR-Reuters,1W,24/01/2008,0.04115
EUR-EURIBOR-Reuters,2W,24/01/2008,0.04141
EUR-EURIBOR-Reuters,1M,24/01/2008,0.04179
EUR-EURIBOR-Reuters,3M,24/01/2008,0.04302
EUR-EURIBOR-Reuters,6M,24/01/2008,0.04307
EUR-EURIBOR-Reuters,12M,24/01/2008,0.04303
EUR-EONIA-OIS-COMPOUND,1D,25/01/2008,0.04015
EUR-EURIBOR-Reuters,1W,25/01/2008,0.04124
EUR-EURIBOR-Reuters,2W,25/01/2008,0.04145
EUR-EURIBOR-Reuters,1M,25/01/2008,0.04187
EUR-EURIBOR-Reuters,3M,25/01/2008,0.04383
EUR-EURIBOR-Reuters,6M,25/01/2008,0.04395
EUR-EURIBOR-Reuters,12M,25/01/2008,0.04387
EUR-EONIA-OIS-COMPOUND,1D,28/01/2008,0.04018
EUR-EURIBOR-Reuters,1W,28/01/2008,0.0413
EUR-EURIBOR-Reuters,2W,28/01/2008,0.04145
EUR-EURIBOR-Reuters,1M,28/01/2008,0.04189
EUR-EURIBOR-Reuters,3M,28/01/2008,0.04378
EUR-EURIBOR-Reuters,6M,28/01/2008,0.04378
EUR-EURIBOR-Reuters,12M,28/01/2008,0.04339
EUR-EONIA-OIS-COMPOUND,1D,29/01/2008,0.04055
EUR-EURIBOR-Reuters,1W,29/01/2008,0.04135
EUR-EURIBOR-Reuters,2W,29/01/2008,0.04147
EUR-EURIBOR-Reuters,1M,29/01/2008,0.04189
EUR-EURIBOR-Reuters,3M,29/01/2008,0.04383
EUR-EURIBOR-Reuters,6M,29/01/2008,0.04395
EUR-EURIBOR-Reuters,12M,29/01/2008,0.0436
EUR-EONIA-OIS-COMPOUND,1D,30/01/2008,0.04135
EUR-EURIBOR-Reuters,1W,30/01/2008,0.04156
EUR-EURIBOR-Reuters,2W,30/01/2008,0.04168
EUR-EURIBOR-Reuters,1M,30/01/2008,0.04191
EUR-EURIBOR-Reuters,3M,30/01/2008,0.04381
EUR-EURIBOR-Reuters,6M,30/01/2008,0.04389
EUR-EURIBOR-Reuters,12M,30/01/2008,0.04355
EUR-EONIA-OIS-COMPOUND,1D,31/01/2008,0.04187
EUR-EURIBOR-Reuters,1W,31/01/2008,0.04154
EUR-EURIBOR-Reuters,2W,31/01/2008,0.04166
EUR-EURIBOR-Reuters,1M,31/01/2008,0.0419
EUR-EURIBOR-Reuters,3M,31/01/2008,0.04374
EUR-EURIBOR-Reuters,6M,31/01/2008,0.04363
EUR-EURIBOR-Reuters,12M,31/01/2008,0.04316
EUR-EONIA-OIS-COMPOUND,1D,01/02/2008,0.04114
EUR-EURIBOR-Reuters,1W,01/02/2008,0.04152
EUR-EURIBOR-Reuters,2W,01/02/2008,0.04166
EUR-EURIBOR-Reuters,1M,01/02/2008,0.0419
EUR-EURIBOR-Reuters,3M,01/02/2008,0.04367
EUR-EURIBOR-Reuters,6M,01/02/2008,0.04356
EUR-EURIBOR-Reuters,12M,01/02/2008,0.0433
EUR-EONIA-OIS-COMPOUND,1D,04/02/2008,0.04082
EUR-EURIBOR-Reuters,1W,04/02/2008,0.0415
EUR-EURIBOR-Reuters,2W,04/02/2008,0.04163
EUR-EURIBOR-Reuters,1M,04/02/2008,0.04186
EUR-EURIBOR-Reuters,3M,04/02/2008,0.04368
EUR-EURIBOR-Reuters,6M,04/02/2008,0.04364
EUR-EURIBOR-Reuters,12M,04/02/2008,0.04344
EUR-EONIA-OIS-COMPOUND,1D,05/02/2008,0.04034
EUR-EURIBOR-Reuters,1W,05/02/2008,0.04145
EUR-EURIBOR-Reuters,2W,05/02/2008,0.04158
EUR-EURIBOR-Reuters,1M,05/02/2008,0.04184
EUR-EURIBOR-Reuters,3M,05/02/2008,0.04372
EUR-EURIBOR-Reuters,6M,05/02/2008,0.04371
EUR-EURIBOR-Reuters,12M,05/02/2008,0.04344
EUR-EONIA-OIS-COMPOUND,1D,06/02/2008,0.04024
EUR-EURIBOR-Reuters,1W,06/02/2008,0.04119
EUR-EURIBOR-Reuters,2W,06/02/2008,0.04139
EUR-EURIBOR-Reuters,1M,06/02/2008,0.04178
EUR-EURIBOR-Reuters,3M,06/02/2008,0.04359
EUR-EURIBOR-Reuters,6M,06/02/2008,0.04348
EUR-EURIBOR-Reuters,12M,06/02/2008,0.04324
EUR-EONIA-OIS-COMPOUND,1D,07/02/2008,0.04018
EUR-EURIBOR-Reuters,1W,07/02/2008,0.04109
EUR-EURIBOR-Reuters,2W,07/02/2008,0.0413
EUR-EURIBOR-Reuters,1M,07/02/2008,0.04175
EUR-EURIBOR-Reuters,3M,07/02/2008,0.04353
EUR-EURIBOR-Reuters,6M,07/02/2008,0.04348
EUR-EURIBOR-Reuters,12M,07/02/2008,0.04332
EUR-EONIA-OIS-COMPOUND,1D,08/02/2008,0.04
EUR-EURIBOR-Reuters,1W,08/02/2008,0.04108
EUR-EURIBOR-Reuters,2W,08/02/2008,0.04127
EUR-EURIBOR-Reuters,1M,08/02/2008,0.04172
EUR-EURIBOR-Reuters,3M,08/02/2008,0.04331
EUR-EURIBOR-Reuters,6M,08/02/2008,0.04296
EUR-EURIBOR-Reuters,12M,08/02/2008,0.0429
EUR-EONIA-OIS-COMPOUND,1D,11/02/2008,0.03999
EUR-EURIBOR-Reuters,1W,11/02/2008,0.04106
EUR-EURIBOR-Reuters,2W,11/02/2008,0.04126
EUR-EURIBOR-Reuters,1M,11/02/2008,0.04175
EUR-EURIBOR-Reuters,3M,11/02/2008,0.04334
EUR-EURIBOR-Reuters,6M,11/02/2008,0.04311
EUR-EURIBOR-Reuters,12M,11/02/2008,0.04299
EUR-EONIA-OIS-COMPOUND,1D,12/02/2008,0.04103
EUR-EURIBOR-Reuters,1W,12/02/2008,0.04117
EUR-EURIBOR-Reuters,2W,12/02/2008,0.04136
EUR-EURIBOR-Reuters,1M,12/02/2008,0.04177
EUR-EURIBOR-Reuters,3M,12/02/2008,0.04334
EUR-EURIBOR-Reuters,6M,12/02/2008,0.04312
EUR-EURIBOR-Reuters,12M,12/02/2008,0.04299
EUR-EONIA-OIS-COMPOUND,1D,13/02/2008,0.04035
EUR-EURIBOR-Reuters,1W,13/02/2008,0.04117
EUR-EURIBOR-Reuters,2W,13/02/2008,0.04136
EUR-EURIBOR-Reuters,1M,13/02/2008,0.04178
EUR-EURIBOR-Reuters,3M,13/02/2008,0.0434
EUR-EURIBOR-Reuters,6M,13/02/2008,0.04332
EUR-EURIBOR-Reuters,12M,13/02/2008,0.04327
EUR-EONIA-OIS-COMPOUND,1D,14/02/2008,0.0403
EUR-EURIBOR-Reuters,1W,14/02/2008,0.04114
EUR-EURIBOR-Reuters,2W,14/02/2008,0.04136
EUR-EURIBOR-Reuters,1M,14/02/2008,0.04179
EUR-EURIBOR-Reuters,3M,14/02/2008,0.04342
EUR-EURIBOR-Reuters,6M,14/02/2008,0.04335
EUR-EURIBOR-Reuters,12M,14/02/2008,0.04327
EUR-EONIA-OIS-COMPOUND,1D,15/02/2008,0.04008
EUR-EURIBOR-Reuters,1W,15/02/2008,0.04114
EUR-EURIBOR-Reuters,2W,15/02/2008,0.04136
EUR-EURIBOR-Reuters,1M,15/02/2008,0.0418
EUR-EURIBOR-Reuters,3M,15/02/2008,0.04355
EUR-EURIBOR-Reuters,6M,15/02/2008,0.0435
EUR-EURIBOR-Reuters,12M,15/02/2008,0.04347
EUR-EONIA-OIS-COMPOUND,1D,18/02/2008,0.04013
EUR-EURIBOR-Reuters,1W,18/02/2008,0.04115
EUR-EURIBOR-Reuters,2W,18/02/2008,0.04136
EUR-EURIBOR-Reuters,1M,18/02/2008,0.0418
EUR-EURIBOR-Reuters,3M,18/02/2008,0.04358
EUR-EURIBOR-Reuters,6M,18/02/2008,0.04355
EUR-EURIBOR-Reuters,12M,18/02/2008,0.04355
EUR-EONIA-OIS-COMPOUND,1D,19/02/2008,0.04014
EUR-EURIBOR-Reuters,1W,19/02/2008,0.04116
EUR-EURIBOR-Reuters,2W,19/02/2008,0.04137
EUR-EURIBOR-Reuters,1M,19/02/2008,0.04179
EUR-EURIBOR-Reuters,3M,19/02/2008,0.0436
EUR-EURIBOR-Reuters,6M,19/02/2008,0.04357
EUR-EURIBOR-Reuters,12M,19/02/2008,0.04353
EUR-EONIA-OIS-COMPOUND,1D,20/02/2008,0.04016
EUR-EURIBOR-Reuters,1W,20/02/2008,0.04112
EUR-EURIBOR-Reuters,2W,20/02/2008,0.04136
EUR-EURIBOR-Reuters,1M,20/02/2008,0.0418
EUR-EURIBOR-Reuters,3M,20/02/2008,0.04366
EUR-EURIBOR-Reuters,6M,20/02/2008,0.04371
EUR-EURIBOR-Reuters,12M,20/02/2008,0.04372
EUR-EONIA-OIS-COMPOUND,1D,21/02/2008,0.04015
EUR-EURIBOR-Reuters,1W,21/02/2008,0.04118
EUR-EURIBOR-Reuters,2W,21/02/2008,0.04137
EUR-EURIBOR-Reuters,1M,21/02/2008,0.0418
EUR-EURIBOR-Reuters,3M,21/02/2008,0.04373
EUR-EURIBOR-Reuters,6M,21/02/2008,0.04376
EUR-EURIBOR-Reuters,12M,21/02/2008,0.04378
EUR-EONIA-OIS-COMPOUND,1D,22/02/2008,0.04008
EUR-EURIBOR-Reuters,1W,22/02/2008,0.04116
EUR-EURIBOR-Reuters,2W,22/02/2008,0.04137
EUR-EURIBOR-Reuters,1M,22/02/2008,0.0418
EUR-EURIBOR-Reuters,3M,22/02/2008,0.04374
EUR-EURIBOR-Reuters,6M,22/02/2008,0.04371
EUR-EURIBOR-Reuters,12M,22/02/2008,0.04367
EUR-EONIA-OIS-COMPOUND,1D,25/02/2008,0.0401
EUR-EURIBOR-Reuters,1W,25/02/2008,0.04117
EUR-EURIBOR-Reuters,2W,25/02/2008,0.04137
EUR-EURIBOR-Reuters,1M,25/02/2008,0.04181
EUR-EURIBOR-Reuters,3M,25/02/2008,0.04379
EUR-EURIBOR-Reuters,6M,25/02/2008,0.04382
EUR-EURIBOR-Reuters,12M,25/02/2008,0.04382
EUR-EONIA-OIS-COMPOUND,1D,26/02/2008,0.04008
EUR-EURIBOR-Reuters,1W,26/02/2008,0.04126
EUR-EURIBOR-Reuters,2W,26/02/2008,0.04139
EUR-EURIBOR-Reuters,1M,26/02/2008,0.04185
EUR-EURIBOR-Reuters,3M,26/02/2008,0.04382
EUR-EURIBOR-Reuters,6M,26/02/2008,0.04389
EUR-EURIBOR-Reuters,12M,26/02/2008,0.04394
EUR-EONIA-OIS-COMPOUND,1D,27/02/2008,0.04006
EUR-EURIBOR-Reuters,1W,27/02/2008,0.04128
EUR-EURIBOR-Reuters,2W,27/02/2008,0.0414
EUR-EURIBOR-Reuters,1M,27/02/2008,0.04185
EUR-EURIBOR-Reuters,3M,27/02/2008,0.04386
EUR-EURIBOR-Reuters,6M,27/02/2008,0.0439
EUR-EURIBOR-Reuters,12M,27/02/2008,0.0439
EUR-EONIA-OIS-COMPOUND,1D,28/02/2008,0.04007
EUR-EURIBOR-Reuters,1W,28/02/2008,0.04115
EUR-EURIBOR-Reuters,2W,28/02/2008,0.04133
EUR-EURIBOR-Reuters,1M,28/02/2008,0.042
EUR-EURIBOR-Reuters,3M,28/02/2008,0.04387
EUR-EURIBOR-Reuters,6M,28/02/2008,0.04389
EUR-EURIBOR-Reuters,12M,28/02/2008,0.0439
EUR-EONIA-OIS-COMPOUND,1D,29/02/2008,0.04041
EUR-EURIBOR-Reuters,1W,29/02/2008,0.04111
EUR-EURIBOR-Reuters,2W,29/02/2008,0.04131
EUR-EURIBOR-Reuters,1M,29/02/2008,0.042
EUR-EURIBOR-Reuters,3M,29/02/2008,0.04384
EUR-EURIBOR-Reuters,6M,29/02/2008,0.04383
EUR-EURIBOR-Reuters,12M,29/02/2008,0.04382
EUR-EONIA-OIS-COMPOUND,1D,03/03/2008,0.04009
EUR-EURIBOR-Reuters,1W,03/03/2008,0.04111
EUR-EURIBOR-Reuters,2W,03/03/2008,0.04132
EUR-EURIBOR-Reuters,1M,03/03/2008,0.04199
EUR-EURIBOR-Reuters,3M,03/03/2008,0.04383
EUR-EURIBOR-Reuters,6M,03/03/2008,0.04379
EUR-EURIBOR-Reuters,12M,03/03/2008,0.04379
EUR-EONIA-OIS-COMPOUND,1D,04/03/2008,0.0401
EUR-EURIBOR-Reuters,1W,04/03/2008,0.04113
EUR-EURIBOR-Reuters,2W,04/03/2008,0.04134
EUR-EURIBOR-Reuters,1M,04/03/2008,0.042
EUR-EURIBOR-Reuters,3M,04/03/2008,0.04391
EUR-EURIBOR-Reuters,6M,04/03/2008,0.04395
EUR-EURIBOR-Reuters,12M,04/03/2008,0.04394
EUR-EONIA-OIS-COMPOUND,1D,05/03/2008,0.04013
EUR-EURIBOR-Reuters,1W,05/03/2008,0.0411
EUR-EURIBOR-Reuters,2W,05/03/2008,0.04136
EUR-EURIBOR-Reuters,1M,05/03/2008,0.04201
EUR-EURIBOR-Reuters,3M,05/03/2008,0.04401
EUR-EURIBOR-Reuters,6M,05/03/2008,0.04406
EUR-EURIBOR-Reuters,12M,05/03/2008,0.04404
EUR-EONIA-OIS-COMPOUND,1D,06/03/2008,0.04019
EUR-EURIBOR-Reuters,1W,06/03/2008,0.04107
EUR-EURIBOR-Reuters,2W,06/03/2008,0.04135
EUR-EURIBOR-Reuters,1M,06/03/2008,0.04212
EUR-EURIBOR-Reuters,3M,06/03/2008,0.04429
EUR-EURIBOR-Reuters,6M,06/03/2008,0.04437
EUR-EURIBOR-Reuters,12M,06/03/2008,0.04435
EUR-EONIA-OIS-COMPOUND,1D,07/03/2008,0.04047
EUR-EURIBOR-Reuters,1W,07/03/2008,0.04111
EUR-EURIBOR-Reuters,2W,07/03/2008,0.04148
EUR-EURIBOR-Reuters,1M,07/03/2008,0.04263
EUR-EURIBOR-Reuters,3M,07/03/2008,0.04497
EUR-EURIBOR-Reuters,6M,07/03/2008,0.04494
EUR-EURIBOR-Reuters,12M,07/03/2008,0.04491
EUR-EONIA-OIS-COMPOUND,1D,10/03/2008,0.04128
EUR-EURIBOR-Reuters,1W,10/03/2008,0.04131
EUR-EURIBOR-Reuters,2W,10/03/2008,0.04157
EUR-EURIBOR-Reuters,1M,10/03/2008,0.04296
EUR-EURIBOR-Reuters,3M,10/03/2008,0.04558
EUR-EURIBOR-Reuters,6M,10/03/2008,0.04554
EUR-EURIBOR-Reuters,12M,10/03/2008,0.04545
EUR-EONIA-OIS-COMPOUND,1D,11/03/2008,0.04229
EUR-EURIBOR-Reuters,1W,11/03/2008,0.0414
EUR-EURIBOR-Reuters,2W,11/03/2008,0.0417
EUR-EURIBOR-Reuters,1M,11/03/2008,0.04305
EUR-EURIBOR-Reuters,3M,11/03/2008,0.04597
EUR-EURIBOR-Reuters,6M,11/03/2008,0.04573
EUR-EURIBOR-Reuters,12M,11/03/2008,0.04555
EUR-EONIA-OIS-COMPOUND,1D,12/03/2008,0.0404
EUR-EURIBOR-Reuters,1W,12/03/2008,0.04142
EUR-EURIBOR-Reuters,2W,12/03/2008,0.04173
EUR-EURIBOR-Reuters,1M,12/03/2008,0.04301
EUR-EURIBOR-Reuters,3M,12/03/2008,0.04605
EUR-EURIBOR-Reuters,6M,12/03/2008,0.04588
EUR-EURIBOR-Reuters,12M,12/03/2008,0.04588
EUR-EONIA-OIS-COMPOUND,1D,13/03/2008,0.04029
EUR-EURIBOR-Reuters,1W,13/03/2008,0.04141
EUR-EURIBOR-Reuters,2W,13/03/2008,0.04176
EUR-EURIBOR-Reuters,1M,13/03/2008,0.04303
EUR-EURIBOR-Reuters,3M,13/03/2008,0.04606
EUR-EURIBOR-Reuters,6M,13/03/2008,0.04594
EUR-EURIBOR-Reuters,12M,13/03/2008,0.04583
EUR-EONIA-OIS-COMPOUND,1D,14/03/2008,0.04026
EUR-EURIBOR-Reuters,1W,14/03/2008,0.0415
EUR-EURIBOR-Reuters,2W,14/03/2008,0.04228
EUR-EURIBOR-Reuters,1M,14/03/2008,0.04309
EUR-EURIBOR-Reuters,3M,14/03/2008,0.04617
EUR-EURIBOR-Reuters,6M,14/03/2008,0.0461
EUR-EURIBOR-Reuters,12M,14/03/2008,0.04607
EUR-EONIA-OIS-COMPOUND,1D,17/03/2008,0.04046
EUR-EURIBOR-Reuters,1W,17/03/2008,0.04161
EUR-EURIBOR-Reuters,2W,17/03/2008,0.04245
EUR-EURIBOR-Reuters,1M,17/03/2008,0.0433
EUR-EURIBOR-Reuters,3M,17/03/2008,0.04652
EUR-EURIBOR-Reuters,6M,17/03/2008,0.04639
EUR-EURIBOR-Reuters,12M,17/03/2008,0.04631
EUR-EONIA-OIS-COMPOUND,1D,18/03/2008,0.04083
EUR-EURIBOR-Reuters,1W,18/03/2008,0.04184
EUR-EURIBOR-Reuters,2W,18/03/2008,0.04249
EUR-EURIBOR-Reuters,1M,18/03/2008,0.04332
EUR-EURIBOR-Reuters,3M,18/03/2008,0.04654
EUR-EURIBOR-Reuters,6M,18/03/2008,0.0465
EUR-EURIBOR-Reuters,12M,18/03/2008,0.04647
EUR-EONIA-OIS-COMPOUND,1D,19/03/2008,0.04188
EUR-EURIBOR-Reuters,1W,19/03/2008,0.04268
EUR-EURIBOR-Reuters,2W,19/03/2008,0.04274
EUR-EURIBOR-Reuters,1M,19/03/2008,0.04347
EUR-EURIBOR-Reuters,3M,19/03/2008,0.04664
EUR-EURIBOR-Reuters,6M,19/03/2008,0.04661
EUR-EURIBOR-Reuters,12M,19/03/2008,0.04654
EUR-EONIA-OIS-COMPOUND,1D,20/03/2008,0.04133
EUR-EURIBOR-Reuters,1W,20/03/2008,0.04279
EUR-EURIBOR-Reuters,2W,20/03/2008,0.04285
EUR-EURIBOR-Reuters,1M,20/03/2008,0.04353
EUR-EURIBOR-Reuters,3M,20/03/2008,0.04674
EUR-EURIBOR-Reuters,6M,20/03/2008,0.04675
EUR-EURIBOR-Reuters,12M,20/03/2008,0.04675
EUR-EONIA-OIS-COMPOUND,1D,25/03/2008,0.04193
EUR-EURIBOR-Reuters,1W,25/03/2008,0.04315
EUR-EURIBOR-Reuters,2W,25/03/2008,0.04318
EUR-EURIBOR-Reuters,1M,25/03/2008,0.04365
EUR-EURIBOR-Reuters,3M,25/03/2008,0.04699
EUR-EURIBOR-Reuters,6M,25/03/2008,0.04705
EUR-EURIBOR-Reuters,12M,25/03/2008,0.04712
EUR-EONIA-OIS-COMPOUND,1D,26/03/2008,0.04187
